;nazwa zdjecia;klasy;prawdopodobienstwa;bbox'y
7;000000001000.jpg;0.0;0.822216272354126;[204.56387329101562, 173.08047485351562, 301.5889587402344, 419.8411560058594]
8;000000001000.jpg;0.0;0.8070089817047119;[390.3214416503906, 157.9181365966797, 464.1781921386719, 477.83905029296875]
9;000000001000.jpg;0.0;0.7091838717460632;[193.23611450195312, 120.3309326171875, 271.79620361328125, 397.37689208984375]
10;000000001000.jpg;0.0;0.5690457224845886;[406.601806640625, 119.7110595703125, 443.454833984375, 165.67782592773438]
11;000000001000.jpg;0.0;0.42639926075935364;[352.70501708984375, 122.3794174194336, 401.65045166015625, 208.77365112304688]
12;000000001000.jpg;0.0;0.34680092334747314;[402.3390197753906, 119.38763427734375, 443.6781921386719, 226.32150268554688]
13;000000001000.jpg;0.0;0.3110028803348541;[192.35028076171875, 120.64410400390625, 271.9466552734375, 282.718017578125]
14;000000001000.jpg;0.0;0.30533382296562195;[360.54779052734375, 122.41793060302734, 400.40289306640625, 156.95504760742188]
0;000000001268.jpg;0.0;0.9491616487503052;[503.1078186035156, 79.31890869140625, 639.5845947265625, 423.29010009765625]
1;000000001268.jpg;0.0;0.9288504123687744;[401.98974609375, 205.2164306640625, 468.33489990234375, 293.886962890625]
2;000000001268.jpg;14.0;0.8592599630355835;[190.9136962890625, 225.26336669921875, 266.29547119140625, 261.029541015625]
3;000000001268.jpg;0.0;0.8340774774551392;[23.14381980895996, 213.06983947753906, 77.88060760498047, 289.2979736328125]
4;000000001268.jpg;0.0;0.8195618391036987;[0.08110809326171875, 210.0560760498047, 28.6641845703125, 285.11956787109375]
5;000000001268.jpg;8.0;0.5093818306922913;[126.17105102539062, 126.98281860351562, 264.6479797363281, 142.22439575195312]
6;000000001268.jpg;8.0;0.42826420068740845;[0.1493988037109375, 129.04025268554688, 106.45329284667969, 144.02767944335938]
0;000000001296.jpg;0.0;0.9533883929252625;[3.09478759765625, 13.7904052734375, 425.5137023925781, 638.56298828125]
1;000000001296.jpg;0.0;0.5340144038200378;[0.48111724853515625, 0.8470458984375, 104.50371551513672, 385.98291015625]
2;000000001296.jpg;0.0;0.4843844175338745;[266.60601806640625, 21.521514892578125, 410.247802734375, 221.05853271484375]
3;000000001296.jpg;0.0;0.454992413520813;[338.65606689453125, 0.22174072265625, 425.95751953125, 140.38363647460938]
0;000000001353.jpg;0.0;0.7308710813522339;[61.86720657348633, 214.42726135253906, 182.02145385742188, 355.21533203125]
1;000000001353.jpg;0.0;0.5727822780609131;[146.07208251953125, 185.25717163085938, 267.9992980957031, 381.82574462890625]
2;000000001353.jpg;0.0;0.42241135239601135;[218.60952758789062, 154.1094970703125, 280.48028564453125, 287.5242919921875]
3;000000001353.jpg;0.0;0.4138663113117218;[141.2431182861328, 183.00375366210938, 208.94168090820312, 251.09158325195312]
4;000000001353.jpg;0.0;0.40852585434913635;[219.34620666503906, 154.5579833984375, 279.70947265625, 217.92950439453125]
5;000000001353.jpg;0.0;0.3984323740005493;[153.82432556152344, 135.3516082763672, 223.91810607910156, 194.1287078857422]
0;000000001490.jpg;0.0;0.9130415916442871;[448.1715087890625, 119.77001953125, 500.03564453125, 241.57147216796875]
0;000000001503.jpg;63.0;0.9625846743583679;[0.17923736572265625, 98.97958374023438, 125.93006896972656, 239.22048950195312]
0;000000001584.jpg;0.0;0.7165601253509521;[76.74375915527344, 376.0735778808594, 98.99451446533203, 431.0865478515625]
1;000000001584.jpg;0.0;0.6504101157188416;[114.09086608886719, 380.4966125488281, 128.8575439453125, 430.63250732421875]
2;000000001584.jpg;0.0;0.5752070546150208;[191.77830505371094, 308.7450866699219, 250.55552673339844, 369.0471496582031]
3;000000001584.jpg;14.0;0.4758056104183197;[209.1258087158203, 22.046384811401367, 225.95277404785156, 43.89146423339844]
4;000000001584.jpg;14.0;0.4176395535469055;[73.87732696533203, 17.23287582397461, 90.54510498046875, 34.27919006347656]
5;000000001584.jpg;0.0;0.32511961460113525;[435.14154052734375, 340.16998291015625, 451.5239562988281, 363.29168701171875]
6;000000001584.jpg;0.0;0.28598302602767944;[297.6240539550781, 162.58383178710938, 321.1597900390625, 182.17372131347656]
7;000000001584.jpg;0.0;0.27467986941337585;[99.63331604003906, 398.9395751953125, 116.97982025146484, 430.46478271484375]
0;000000001675.jpg;15.0;0.7727859616279602;[0.85693359375, 6.881103515625, 639.9887084960938, 308.60540771484375]
1;000000001675.jpg;63.0;0.6744310855865479;[27.61126708984375, 309.91632080078125, 637.8579711914062, 479.28497314453125]
2;000000001675.jpg;15.0;0.38129785656929016;[12.310791015625, 58.39501953125, 638.8302001953125, 439.1685485839844]
0;000000001761.jpg;4.0;0.9535462856292725;[149.88336181640625, 7.8094940185546875, 224.01596069335938, 86.23350524902344]
1;000000001761.jpg;4.0;0.9394997358322144;[279.344970703125, 137.458251953125, 333.8443603515625, 184.11376953125]
0;000000002006.jpg;0.0;0.8851930499076843;[5.444820404052734, 252.05270385742188, 49.18240737915039, 360.6499938964844]
1;000000002006.jpg;0.0;0.839571475982666;[314.34625244140625, 188.89532470703125, 379.13922119140625, 248.7877197265625]
2;000000002006.jpg;0.0;0.4615746736526489;[9.681480407714844, 53.347900390625, 31.252422332763672, 77.63607788085938]
0;000000002153.jpg;0.0;0.9405129551887512;[284.1771240234375, 277.0368347167969, 466.6947021484375, 446.8061218261719]
1;000000002153.jpg;0.0;0.9095602035522461;[176.21473693847656, 0.149200439453125, 239.84849548339844, 119.10257720947266]
2;000000002153.jpg;0.0;0.8459532856941223;[273.2131652832031, 299.5950012207031, 377.9817199707031, 437.5532531738281]
3;000000002153.jpg;0.0;0.7042955160140991;[368.94659423828125, 204.16217041015625, 435.50799560546875, 337.3348388671875]
4;000000002153.jpg;0.0;0.2927997410297394;[368.3964538574219, 204.797607421875, 437.2096862792969, 402.75469970703125]
0;000000002261.jpg;0.0;0.8203736543655396;[282.04022216796875, 150.50277709960938, 383.01910400390625, 273.758544921875]
0;000000002299.jpg;0.0;0.5230363607406616;[70.44497680664062, 190.28192138671875, 135.66387939453125, 299.9322509765625]
1;000000002299.jpg;0.0;0.5105060338973999;[110.86888122558594, 125.14705657958984, 149.0295867919922, 267.5686950683594]
2;000000002299.jpg;0.0;0.48518386483192444;[1.6367107629776, 130.15554809570312, 46.089752197265625, 277.7464904785156]
3;000000002299.jpg;0.0;0.47792714834213257;[140.09674072265625, 191.22525024414062, 213.9812469482422, 295.7156066894531]
4;000000002299.jpg;0.0;0.4147847294807434;[394.3194580078125, 127.71177673339844, 433.9978332519531, 219.14968872070312]
5;000000002299.jpg;0.0;0.4026329517364502;[428.875244140625, 131.2981414794922, 476.0409240722656, 275.983642578125]
6;000000002299.jpg;0.0;0.4015199542045593;[357.17401123046875, 130.38916015625, 397.88580322265625, 254.72154235839844]
7;000000002299.jpg;0.0;0.38906577229499817;[179.1320037841797, 118.807861328125, 224.70504760742188, 236.52467346191406]
8;000000002299.jpg;0.0;0.3797052502632141;[40.21596145629883, 128.8848419189453, 79.72075653076172, 276.5465393066406]
9;000000002299.jpg;0.0;0.3341396749019623;[215.05584716796875, 122.6509780883789, 256.73590087890625, 228.94540405273438]
10;000000002299.jpg;0.0;0.3235393166542053;[249.1890869140625, 123.01950073242188, 295.73468017578125, 234.07986450195312]
11;000000002299.jpg;0.0;0.3177240788936615;[446.29718017578125, 88.13423156738281, 494.5181884765625, 271.1769104003906]
12;000000002299.jpg;0.0;0.31176215410232544;[321.0596923828125, 130.04693603515625, 361.460205078125, 241.2960968017578]
13;000000002299.jpg;0.0;0.3070490062236786;[74.86050415039062, 135.23333740234375, 113.52725982666016, 233.6139678955078]
14;000000002299.jpg;0.0;0.30655401945114136;[145.0598907470703, 126.25041198730469, 182.16969299316406, 230.979736328125]
15;000000002299.jpg;0.0;0.2960255444049835;[326.6404113769531, 189.7482452392578, 388.1477355957031, 287.2875671386719]
16;000000002299.jpg;0.0;0.2688840627670288;[386.9273986816406, 193.7002716064453, 456.1639709472656, 291.3215026855469]
17;000000002299.jpg;0.0;0.2534419894218445;[288.08538818359375, 121.11771392822266, 325.7594299316406, 226.5654296875]
0;000000002431.jpg;0.0;0.5580114722251892;[120.48876953125, 0.5524063110351562, 449.1334228515625, 121.48548889160156]
1;000000002431.jpg;0.0;0.5288490056991577;[121.92105102539062, 0.32707977294921875, 332.5325927734375, 122.22093200683594]
2;000000002431.jpg;0.0;0.3752179443836212;[0.45894622802734375, 0.4809112548828125, 80.010986328125, 132.6807098388672]
0;000000002473.jpg;0.0;0.9272148013114929;[246.58001708984375, 94.06798553466797, 372.84857177734375, 241.0662841796875]
1;000000002473.jpg;0.0;0.9229905605316162;[437.3480224609375, 279.559814453125, 498.4703369140625, 381.969970703125]
2;000000002473.jpg;0.0;0.8225647807121277;[118.7698745727539, 340.532958984375, 146.60073852539062, 385.5968017578125]
3;000000002473.jpg;0.0;0.7606087327003479;[31.12751579284668, 328.9154357910156, 58.948486328125, 354.5613708496094]
0;000000002532.jpg;0.0;0.9170834422111511;[183.25198364257812, 305.04791259765625, 285.9471435546875, 475.53424072265625]
0;000000002685.jpg;0.0;0.9615530371665955;[162.1275634765625, 133.869873046875, 515.6527099609375, 549.3363037109375]
1;000000002685.jpg;0.0;0.9365749955177307;[320.6424560546875, 62.27033996582031, 633.225341796875, 438.01068115234375]
2;000000002685.jpg;0.0;0.9342235326766968;[396.6806640625, 6.10009765625, 607.163330078125, 348.02166748046875]
3;000000002685.jpg;0.0;0.8978031873703003;[279.6259765625, 99.59033203125, 455.0218505859375, 346.2676086425781]
4;000000002685.jpg;0.0;0.7695584893226624;[185.03045654296875, 123.26695251464844, 313.3302307128906, 187.98878479003906]
5;000000002685.jpg;0.0;0.7368754744529724;[23.86992645263672, 221.03379821777344, 120.75406646728516, 412.3128662109375]
6;000000002685.jpg;72.0;0.43752238154411316;[191.10401916503906, 311.1739501953125, 336.6529541015625, 538.6279907226562]
7;000000002685.jpg;0.0;0.2651226222515106;[24.674789428710938, 220.7314453125, 204.99517822265625, 544.375244140625]
0;000000002923.jpg;14.0;0.6828553080558777;[269.26593017578125, 242.04986572265625, 281.1895446777344, 257.4906005859375]
1;000000002923.jpg;14.0;0.6179776787757874;[135.9924774169922, 237.12863159179688, 146.11279296875, 252.532958984375]
0;000000003156.jpg;0.0;0.9569889307022095;[1.52313232421875, 14.8402099609375, 370.2086181640625, 638.984130859375]
0;000000003255.jpg;0.0;0.7322208285331726;[272.3007507324219, 315.9499816894531, 291.3445739746094, 357.4134216308594]
1;000000003255.jpg;0.0;0.7313750386238098;[260.3166198730469, 312.63970947265625, 275.0938415527344, 357.03326416015625]
2;000000003255.jpg;0.0;0.6980717182159424;[234.17385864257812, 315.755859375, 247.99526977539062, 357.7652587890625]
3;000000003255.jpg;0.0;0.6311739087104797;[245.306396484375, 316.2634582519531, 256.4951477050781, 357.6051330566406]
4;000000003255.jpg;0.0;0.6188671588897705;[295.7237243652344, 313.346435546875, 308.3389587402344, 351.9251708984375]
5;000000003255.jpg;0.0;0.3645000159740448;[297.31451416015625, 312.981201171875, 317.75335693359375, 350.77642822265625]
0;000000003553.jpg;0.0;0.9083886742591858;[155.85533142089844, 1.657257080078125, 418.0919189453125, 292.2345275878906]
0;000000003934.jpg;0.0;0.9135907888412476;[65.04563903808594, 147.18756103515625, 217.25994873046875, 460.8630065917969]
1;000000003934.jpg;0.0;0.8174141645431519;[199.20989990234375, 109.66790008544922, 237.1314239501953, 230.0067901611328]
2;000000003934.jpg;0.0;0.8083500266075134;[153.9579620361328, 85.2464828491211, 205.59019470214844, 223.35708618164062]
3;000000003934.jpg;0.0;0.758984386920929;[39.58612060546875, 74.42266845703125, 99.8794937133789, 314.6294250488281]
4;000000003934.jpg;0.0;0.7396877408027649;[296.2726745605469, 132.46481323242188, 326.288330078125, 180.07261657714844]
5;000000003934.jpg;0.0;0.603177547454834;[91.82705688476562, 88.7204360961914, 156.36448669433594, 169.4151611328125]
6;000000003934.jpg;0.0;0.31336528062820435;[91.52001190185547, 88.58694458007812, 156.73245239257812, 229.81906127929688]
0;000000004134.jpg;0.0;0.9536206722259521;[231.24365234375, 45.817352294921875, 585.4140625, 421.27813720703125]
1;000000004134.jpg;0.0;0.8792590498924255;[44.02399444580078, 42.496673583984375, 298.67437744140625, 420.4559631347656]
2;000000004134.jpg;0.0;0.862820029258728;[470.44415283203125, 111.59625244140625, 525.0758666992188, 180.44003295898438]
3;000000004134.jpg;0.0;0.8113921880722046;[2.3671417236328125, 113.01567840576172, 74.82695007324219, 265.31512451171875]
4;000000004134.jpg;0.0;0.7722597122192383;[512.9517822265625, 139.76832580566406, 537.03369140625, 180.5876922607422]
5;000000004134.jpg;0.0;0.7698325514793396;[298.1634216308594, 123.3251953125, 339.8276672363281, 273.5633544921875]
6;000000004134.jpg;0.0;0.722497284412384;[584.3385009765625, 143.36080932617188, 639.7125244140625, 419.9122619628906]
7;000000004134.jpg;0.0;0.7168716788291931;[236.88836669921875, 130.0704345703125, 277.66217041015625, 206.361572265625]
8;000000004134.jpg;0.0;0.686259388923645;[189.180908203125, 120.70989990234375, 230.14276123046875, 253.7547607421875]
9;000000004134.jpg;0.0;0.6149212121963501;[574.0797119140625, 106.57559967041016, 637.1422119140625, 264.4301452636719]
10;000000004134.jpg;0.0;0.5979973673820496;[548.8331298828125, 141.86456298828125, 580.3216552734375, 194.8974609375]
11;000000004134.jpg;0.0;0.592833399772644;[347.8848876953125, 138.29611206054688, 384.99267578125, 199.26528930664062]
12;000000004134.jpg;0.0;0.5237342715263367;[67.88927459716797, 143.00936889648438, 97.84656524658203, 210.53347778320312]
13;000000004134.jpg;63.0;0.46271324157714844;[587.3487548828125, 202.80123901367188, 616.956787109375, 235.15921020507812]
14;000000004134.jpg;0.0;0.3836614787578583;[8.59728717803955, 130.0682373046875, 32.04856491088867, 180.39797973632812]
15;000000004134.jpg;0.0;0.3801026940345764;[271.8328857421875, 143.08700561523438, 293.7166748046875, 182.04244995117188]
16;000000004134.jpg;0.0;0.3787488341331482;[0.013355255126953125, 134.22433471679688, 11.854482650756836, 179.49417114257812]
17;000000004134.jpg;0.0;0.2612829804420471;[541.270751953125, 143.22869873046875, 556.68701171875, 171.83563232421875]
0;000000004395.jpg;0.0;0.8939647078514099;[1.745819091796875, 0.9163818359375, 425.0, 639.2874755859375]
0;000000004765.jpg;0.0;0.9324249625205994;[208.07168579101562, 127.77764129638672, 404.6122741699219, 383.99676513671875]
0;000000004795.jpg;63.0;0.9495061635971069;[0.6657562255859375, 191.5718994140625, 182.40650939941406, 478.99322509765625]
1;000000004795.jpg;15.0;0.9037493467330933;[161.703369140625, 121.369140625, 543.8135986328125, 479.5343017578125]
2;000000004795.jpg;63.0;0.7688354253768921;[23.1065673828125, 0.9219970703125, 637.7376708984375, 478.56036376953125]
3;000000004795.jpg;63.0;0.5779755711555481;[43.92584228515625, 0.53839111328125, 639.4738159179688, 341.94146728515625]
0;000000005001.jpg;0.0;0.8860281705856323;[205.6442413330078, 255.59014892578125, 348.33526611328125, 479.60638427734375]
1;000000005001.jpg;0.0;0.8848123550415039;[363.6060791015625, 94.26704406738281, 521.6417846679688, 479.01629638671875]
2;000000005001.jpg;0.0;0.8339963555335999;[296.33929443359375, 53.751007080078125, 355.62921142578125, 135.56912231445312]
3;000000005001.jpg;0.0;0.811147928237915;[342.05303955078125, 55.30998229980469, 403.86041259765625, 157.917724609375]
4;000000005001.jpg;0.0;0.8011874556541443;[434.6461181640625, 45.854312896728516, 505.8265380859375, 161.04852294921875]
5;000000005001.jpg;0.0;0.784399688243866;[42.230010986328125, 91.77557373046875, 213.48350524902344, 360.6001892089844]
6;000000005001.jpg;0.0;0.7553735971450806;[80.86264038085938, 225.93838500976562, 189.79251098632812, 479.5264587402344]
7;000000005001.jpg;0.0;0.7230696082115173;[527.1259765625, 51.72795104980469, 567.27734375, 124.03211975097656]
8;000000005001.jpg;0.0;0.711651086807251;[131.52906799316406, 82.30290222167969, 179.7019500732422, 146.86029052734375]
9;000000005001.jpg;0.0;0.6961174011230469;[427.8511962890625, 26.188446044921875, 470.7874755859375, 96.30905151367188]
10;000000005001.jpg;0.0;0.651659369468689;[568.252197265625, 143.46783447265625, 639.73583984375, 476.93780517578125]
11;000000005001.jpg;0.0;0.5952097773551941;[529.21337890625, 56.52789306640625, 636.198974609375, 342.1866760253906]
12;000000005001.jpg;0.0;0.5814383029937744;[236.09527587890625, 61.7847785949707, 294.92864990234375, 176.5519561767578]
13;000000005001.jpg;0.0;0.5298737287521362;[11.9381103515625, 32.9476318359375, 68.71673583984375, 208.8712158203125]
14;000000005001.jpg;0.0;0.5205197334289551;[170.83743286132812, 31.90740966796875, 253.18756103515625, 206.94534301757812]
15;000000005001.jpg;0.0;0.46120089292526245;[329.17266845703125, 53.30073547363281, 360.14508056640625, 100.5458984375]
16;000000005001.jpg;0.0;0.39753180742263794;[170.93203735351562, 32.195343017578125, 262.1382141113281, 309.9403381347656]
17;000000005001.jpg;0.0;0.396355539560318;[210.4796905517578, 87.32159423828125, 379.09979248046875, 368.4407958984375]
18;000000005001.jpg;0.0;0.38692349195480347;[48.50644302368164, 53.77435302734375, 136.03717041015625, 137.4506378173828]
0;000000005037.jpg;0.0;0.7621043920516968;[622.1190185546875, 218.4365234375, 639.7039794921875, 358.84954833984375]
1;000000005037.jpg;0.0;0.6980467438697815;[191.88531494140625, 153.29776000976562, 245.271484375, 202.79409790039062]
2;000000005037.jpg;0.0;0.6876301765441895;[29.761154174804688, 222.85455322265625, 44.32600402832031, 247.28964233398438]
3;000000005037.jpg;0.0;0.6097075343132019;[19.564254760742188, 220.98471069335938, 30.358673095703125, 246.74102783203125]
4;000000005037.jpg;0.0;0.48855486512184143;[595.8432006835938, 245.69317626953125, 613.0983276367188, 270.35845947265625]
5;000000005037.jpg;0.0;0.4255484342575073;[9.496528625488281, 223.26202392578125, 21.52865219116211, 245.42337036132812]
6;000000005037.jpg;0.0;0.35001325607299805;[6.674705505371094, 213.41305541992188, 22.132564544677734, 244.29934692382812]
7;000000005037.jpg;0.0;0.33429965376853943;[48.715538024902344, 223.35137939453125, 61.478614807128906, 247.2244873046875]
0;000000005060.jpg;0.0;0.8992642760276794;[160.32119750976562, 308.47320556640625, 325.6175537109375, 497.74700927734375]
0;000000005193.jpg;0.0;0.9470946788787842;[0.41741943359375, 85.50299072265625, 219.2615966796875, 419.53497314453125]
1;000000005193.jpg;0.0;0.9011243581771851;[289.07843017578125, 169.63031005859375, 403.65118408203125, 399.48284912109375]
2;000000005193.jpg;0.0;0.8687466382980347;[135.40219116210938, 113.21522521972656, 248.65487670898438, 421.345458984375]
3;000000005193.jpg;0.0;0.8312966823577881;[363.4791259765625, 221.115478515625, 486.77691650390625, 374.2974853515625]
4;000000005193.jpg;0.0;0.7822911143302917;[327.6580810546875, 97.38150024414062, 486.0302734375, 288.31573486328125]
5;000000005193.jpg;0.0;0.7698085904121399;[223.70462036132812, 63.819580078125, 261.30169677734375, 187.09262084960938]
6;000000005193.jpg;0.0;0.31243178248405457;[156.56341552734375, 153.19790649414062, 184.0196533203125, 191.20004272460938]
0;000000005477.jpg;4.0;0.9413602352142334;[6.8553466796875, 103.86077880859375, 634.3870849609375, 289.056396484375]
1;000000005477.jpg;4.0;0.767157793045044;[41.402984619140625, 248.9713592529297, 138.78909301757812, 275.44110107421875]
0;000000005503.jpg;0.0;0.9197559952735901;[0.40929317474365234, 363.53106689453125, 260.7406921386719, 499.5541076660156]
0;000000005529.jpg;0.0;0.9128815531730652;[95.80679321289062, 125.7550048828125, 253.73367309570312, 435.18084716796875]
0;000000005586.jpg;0.0;0.8481055498123169;[143.75624084472656, 68.59321594238281, 175.86000061035156, 158.07933044433594]
1;000000005586.jpg;0.0;0.6061950325965881;[292.0086669921875, 61.52250671386719, 302.15185546875, 103.91007995605469]
2;000000005586.jpg;0.0;0.586867094039917;[271.9119873046875, 72.19302368164062, 294.248291015625, 112.36041259765625]
3;000000005586.jpg;0.0;0.49341216683387756;[132.04080200195312, 170.41305541992188, 200.62380981445312, 225.97610473632812]
0;000000006040.jpg;0.0;0.6605091094970703;[296.48223876953125, 201.216552734375, 315.9591064453125, 226.3212890625]
1;000000006040.jpg;0.0;0.6178804039955139;[331.63397216796875, 202.26220703125, 354.522216796875, 230.58721923828125]
2;000000006040.jpg;0.0;0.6004045009613037;[262.260498046875, 197.67413330078125, 281.069580078125, 223.23876953125]
3;000000006040.jpg;0.0;0.4008147716522217;[450.45782470703125, 180.04208374023438, 476.96929931640625, 221.04580688476562]
0;000000006460.jpg;0.0;0.8645431995391846;[278.37255859375, 138.14151000976562, 331.657958984375, 207.82723999023438]
0;000000006471.jpg;0.0;0.9362208247184753;[17.228614807128906, 141.42337036132812, 126.8533935546875, 323.8955078125]
1;000000006471.jpg;0.0;0.9184312224388123;[86.56105041503906, 187.79132080078125, 240.8861083984375, 323.93023681640625]
2;000000006471.jpg;0.0;0.9073963761329651;[261.2747802734375, 74.85063171386719, 353.2032470703125, 298.83807373046875]
3;000000006471.jpg;0.0;0.8112524151802063;[85.9174575805664, 71.77716827392578, 154.1621856689453, 140.37696838378906]
4;000000006471.jpg;0.0;0.7620538473129272;[212.94009399414062, 72.32213592529297, 266.4690246582031, 130.48634338378906]
5;000000006471.jpg;0.0;0.7616170048713684;[167.44911193847656, 74.30721282958984, 227.2794952392578, 133.94068908691406]
6;000000006471.jpg;0.0;0.73182612657547;[384.7664489746094, 58.46320343017578, 451.79486083984375, 114.33544158935547]
7;000000006471.jpg;0.0;0.6893375515937805;[25.640838623046875, 98.35577392578125, 68.679443359375, 146.40870666503906]
8;000000006471.jpg;0.0;0.4759201109409332;[0.06967782974243164, 89.52924346923828, 20.534610748291016, 149.21095275878906]
9;000000006471.jpg;0.0;0.44649529457092285;[48.651519775390625, 81.7401123046875, 79.0227279663086, 137.27696228027344]
0;000000006723.jpg;0.0;0.3398820757865906;[103.02872467041016, 196.74473571777344, 110.01367950439453, 219.03114318847656]
0;000000006763.jpg;0.0;0.5516988635063171;[1.020050048828125, 100.7379150390625, 340.7203063964844, 473.1875]
1;000000006763.jpg;0.0;0.5469648838043213;[0.02758800983428955, 215.1028594970703, 43.253440856933594, 337.61407470703125]
2;000000006763.jpg;0.0;0.540621817111969;[0.9455204010009766, 98.41370391845703, 235.74700927734375, 476.2680969238281]
3;000000006763.jpg;0.0;0.42297545075416565;[78.6947021484375, 127.51377868652344, 358.655517578125, 483.5212707519531]
0;000000006771.jpg;0.0;0.9253572821617126;[538.2110595703125, 172.48037719726562, 639.7520751953125, 422.5632019042969]
1;000000006771.jpg;0.0;0.9125451445579529;[187.5022430419922, 104.25299072265625, 447.28009033203125, 422.56219482421875]
2;000000006771.jpg;0.0;0.912334144115448;[384.781982421875, 162.68609619140625, 573.2744140625, 423.12286376953125]
3;000000006771.jpg;0.0;0.8869785070419312;[387.0638427734375, 130.66073608398438, 480.7835693359375, 229.8060302734375]
4;000000006771.jpg;0.0;0.7577009797096252;[532.2877197265625, 125.90469360351562, 638.9500732421875, 327.62567138671875]
5;000000006771.jpg;0.0;0.7032866477966309;[0.5606002807617188, 2.44415283203125, 82.86201477050781, 407.44378662109375]
6;000000006771.jpg;0.0;0.6926249861717224;[88.55412292480469, 185.3686065673828, 220.77647399902344, 342.24237060546875]
7;000000006771.jpg;0.0;0.6575313210487366;[63.82750701904297, 142.58731079101562, 209.926513671875, 352.4949645996094]
8;000000006771.jpg;0.0;0.5430064797401428;[0.42633056640625, 6.517181396484375, 234.05426025390625, 421.5582580566406]
9;000000006771.jpg;0.0;0.32956406474113464;[100.65328979492188, 145.17601013183594, 206.544677734375, 226.93287658691406]
10;000000006771.jpg;0.0;0.2866024076938629;[1.0781097412109375, 213.76626586914062, 236.3678741455078, 422.3388977050781]
0;000000006894.jpg;0.0;0.6587549448013306;[55.47076416015625, 24.14801025390625, 639.4509887695312, 479.0098876953125]
0;000000006954.jpg;0.0;0.9478439688682556;[0.2062530517578125, 104.56634521484375, 165.23773193359375, 449.76971435546875]
