;nazwa zdjecia;klasy;bbox'y
0;000000002299.jpg;0;[204.27, 187.31, 65.83, 101.12]
0;000000002299.jpg;0;[257.68, 192.06, 72.41, 95.16]
0;000000002299.jpg;0;[284.3, 118.18, 41.34, 109.28]
0;000000002299.jpg;0;[0, 18, 499, 263]
0;000000002299.jpg;0;[322.94, 129.11, 38.51, 72.29]
0;000000002299.jpg;0;[70.18, 189.51, 64.2, 112.04]
0;000000002299.jpg;0;[99.93, 80.0, 46.67, 74.28]
0;000000002299.jpg;0;[327.79, 190.02, 63.11, 95.01]
0;000000002299.jpg;0;[387.02, 193.51, 62.58, 98.63]
0;000000002431.jpg;0;[0.0, 0.0, 80.53, 135.9]
0;000000002431.jpg;0;[102.61, 0.0, 102.16, 120.68]
0;000000002473.jpg;0;[243.73, 93.08, 130.49, 150.65]
0;000000002473.jpg;0;[32.39, 328.76, 25.77, 26.41]
0;000000002473.jpg;0;[119.06, 341.19, 23.97, 44.09]
0;000000002473.jpg;0;[436.85, 280.58, 61.6, 99.86]
0;000000002532.jpg;0;[182.96, 305.48, 101.51, 168.46]
0;000000002685.jpg;0;[161.61, 132.67, 354.75, 414.86]
0;000000002685.jpg;0;[183.72, 122.37, 133.08, 68.12]
0;000000002685.jpg;0;[25.61, 218.59, 187.38, 331.36]
0;000000002685.jpg;0;[401.6, 7.48, 205.78, 336.74]
0;000000002685.jpg;0;[315.54, 56.12, 323.02, 384.14]
0;000000002685.jpg;0;[281.39, 98.88, 173.49, 245.17]
0;000000002923.jpg;8;[24.38, 196.97, 27.83, 17.91]
0;000000002923.jpg;8;[464.33, 146.21, 35.67, 69.95]
0;000000002923.jpg;14;[270.21, 242.11, 11.58, 12.89]
0;000000002923.jpg;14;[135.72, 236.52, 9.13, 15.06]
0;000000002923.jpg;14;[170.9, 158.79, 12.94, 7.16]
0;000000002923.jpg;8;[112.03, 191.23, 31.12, 23.59]
0;000000002923.jpg;8;[246.24, 189.05, 62.83, 17.14]
0;000000003156.jpg;0;[4.32, 15.86, 361.81, 619.82]
0;000000003255.jpg;0;[246.04, 319.95, 11.43, 37.4]
0;000000003255.jpg;0;[261.41, 311.89, 11.7, 44.82]
0;000000003255.jpg;0;[271.23, 313.63, 18.02, 45.07]
0;000000003255.jpg;0;[295.91, 313.66, 21.77, 38.97]
0;000000003255.jpg;0;[242.63, 315.44, 8.04, 41.6]
0;000000003255.jpg;0;[235.17, 317.55, 9.51, 38.25]
0;000000003553.jpg;0;[153.26, 0.72, 266.99, 307.48]
0;000000003934.jpg;0;[259.46, 142.44, 19.06, 20.77]
0;000000003934.jpg;0;[31.26, 74.89, 71.41, 243.12]
0;000000003934.jpg;0;[295.99, 132.3, 29.58, 74.76]
0;000000003934.jpg;0;[93.95, 89.72, 61.98, 78.51]
0;000000003934.jpg;0;[152.27, 82.79, 52.52, 142.95]
0;000000003934.jpg;0;[202.61, 106.19, 30.77, 126.73]
0;000000003934.jpg;0;[61.66, 149.1, 146.86, 317.27]
0;000000004134.jpg;0;[346.56, 136.92, 35.66, 63.5]
0;000000004134.jpg;0;[551.31, 149.57, 88.69, 275.43]
0;000000004134.jpg;0;[258.35, 165.18, 17.55, 37.97]
0;000000004134.jpg;0;[237.06, 129.38, 29.35, 77.07]
0;000000004134.jpg;0;[190.53, 118.99, 40.5, 136.1]
0;000000004134.jpg;0;[236.85, 45.84, 347.64, 374.38]
0;000000004134.jpg;0;[42.98, 44.95, 277.92, 374.38]
0;000000004134.jpg;0;[516.28, 142.08, 21.16, 38.87]
0;000000004134.jpg;0;[303.16, 123.28, 30.7, 146.78]
0;000000004134.jpg;0;[257.78, 186.07, 52.93, 83.74]
0;000000004134.jpg;0;[469.45, 109.7, 58.2, 71.09]
0;000000004134.jpg;0;[576.43, 106.5, 60.24, 209.64]
0;000000004134.jpg;0;[0.0, 110.49, 70.67, 159.5]
0;000000004395.jpg;0;[1.44, 1.44, 423.56, 637.12]
0;000000004765.jpg;0;[212.09, 126.8, 191.45, 258.59]
0;000000004795.jpg;15;[152.77, 113.55, 395.36, 364.39]
0;000000004795.jpg;63;[0.0, 192.0, 174.74, 282.61]
0;000000005001.jpg;0;[10.79, 32.63, 58.24, 169.35]
0;000000005001.jpg;0;[225.44, 255.64, 127.28, 224.36]
0;000000005001.jpg;0;[77.25, 244.56, 113.3, 235.26]
0;000000005001.jpg;0;[41.08, 95.68, 107.03, 378.37]
0;000000005001.jpg;0;[119.23, 81.44, 69.26, 188.17]
0;000000005001.jpg;0;[434.75, 40.93, 70.86, 119.68]
0;000000005001.jpg;0;[523, 26, 116, 288]
0;000000005001.jpg;0;[171.19, 31.06, 80.38, 154.48]
0;000000005001.jpg;0;[297.02, 50.13, 58.4, 87.23]
0;000000005001.jpg;0;[211.45, 88.41, 123.67, 193.01]
0;000000005001.jpg;0;[208.12, 61.3, 89.39, 148.7]
0;000000005001.jpg;0;[424.99, 22.65, 44.22, 71.19]
0;000000005001.jpg;0;[354.88, 91.69, 162.87, 378.6]
0;000000005001.jpg;0;[50.81, 58.55, 84.68, 83.97]
0;000000005037.jpg;0;[28.98, 226.23, 15.18, 20.7]
0;000000005037.jpg;0;[48.31, 223.43, 12.86, 24.35]
0;000000005037.jpg;0;[191.21, 147.31, 53.31, 59.56]
0;000000005037.jpg;0;[623.04, 217.15, 16.96, 144.44]
0;000000005037.jpg;0;[595.57, 242.81, 18.39, 28.56]
0;000000005037.jpg;0;[9.68, 222.71, 11.92, 23.36]
0;000000005037.jpg;0;[18.74, 221.13, 11.65, 26.65]
0;000000005060.jpg;0;[159.19, 309.5, 165.16, 188.9]
0;000000005193.jpg;0;[360.06, 220.62, 127.02, 153.76]
0;000000005193.jpg;0;[289.16, 171.75, 120.31, 228.99]
0;000000005193.jpg;0;[223.61, 63.61, 37.31, 122.95]
0;000000005193.jpg;0;[1.91, 89.78, 216.8, 330.44]
0;000000005193.jpg;0;[138.8, 113.43, 109.12, 281.42]
0;000000005193.jpg;0;[377.31, 98.78, 203.5, 190.61]
0;000000005477.jpg;4;[51.4, 249.06, 250.44, 28.09]
0;000000005477.jpg;4;[9.43, 105.72, 621.76, 183.15]
0;000000005529.jpg;0;[79.1, 116.49, 176.9, 333.67]
0;000000005586.jpg;0;[0, 0, 319, 239]
0;000000005586.jpg;0;[301.85, 39.19, 10.02, 9.14]
0;000000005586.jpg;0;[178.0, 26.34, 8.24, 17.55]
0;000000005586.jpg;0;[291.53, 62.07, 10.2, 42.24]
0;000000005586.jpg;0;[272.28, 73.03, 23.63, 37.82]
0;000000005586.jpg;0;[186.46, 32.3, 11.39, 11.82]
0;000000005586.jpg;0;[146.46, 29.57, 8.79, 14.45]
0;000000005586.jpg;0;[136.17, 24.14, 11.26, 19.87]
0;000000005586.jpg;0;[65.6, 36.61, 10.85, 8.14]
0;000000005586.jpg;0;[131.1, 169.11, 68.79, 57.22]
0;000000005586.jpg;0;[140.53, 69.89, 37.4, 90.34]
0;000000005586.jpg;0;[111.22, 36.73, 9.97, 6.13]
0;000000005586.jpg;0;[100.77, 27.35, 8.78, 15.19]
0;000000005586.jpg;0;[154.26, 31.46, 7.89, 12.75]
0;000000006040.jpg;0;[126.08, 201.12, 7.17, 8.88]
0;000000006040.jpg;0;[379.64, 206.15, 17.89, 17.61]
0;000000006040.jpg;0;[331.63, 201.93, 25.2, 27.02]
0;000000006040.jpg;0;[296.0, 201.64, 21.51, 24.11]
0;000000006040.jpg;0;[261.97, 197.22, 18.44, 24.65]
0;000000006040.jpg;0;[198.77, 198.77, 9.46, 18.14]
0;000000006040.jpg;0;[374.13, 202.01, 14.15, 21.14]
0;000000006040.jpg;0;[350.72, 200.56, 10.16, 31.71]
0;000000006040.jpg;0;[139.61, 197.7, 6.0, 12.83]
0;000000006460.jpg;0;[277.45, 137.66, 54.65, 69.57]
0;000000006471.jpg;0;[16.69, 141.86, 110.02, 182.06]
0;000000006471.jpg;0;[39.66, 0.0, 36.67, 14.22]
0;000000006471.jpg;0;[49.1, 80.86, 53.18, 62.78]
0;000000006471.jpg;0;[17.55, 96.95, 50.82, 52.25]
0;000000006471.jpg;0;[215.51, 76.33, 47.15, 53.88]
0;000000006471.jpg;0;[387.13, 60.11, 88.14, 53.45]
0;000000006471.jpg;0;[169.32, 74.42, 52.63, 56.89]
0;000000006471.jpg;0;[87.07, 71.44, 66.53, 69.07]
0;000000006471.jpg;0;[87.36, 184.51, 153.8, 140.36]
0;000000006471.jpg;0;[256.84, 70.89, 97.07, 232.95]
0;000000006763.jpg;0;[79.48, 131.87, 254.23, 331.05]
0;000000006763.jpg;0;[2.53, 94.94, 234.18, 382.28]
0;000000006763.jpg;0;[0.0, 212.86, 48.54, 122.17]
0;000000006771.jpg;0;[386.95, 131.82, 93.87, 96.68]
0;000000006771.jpg;0;[534.47, 166.0, 105.53, 252.36]
0;000000006771.jpg;0;[187.53, 100.5, 251.01, 326.5]
0;000000006771.jpg;0;[102.06, 146.13, 100.02, 82.09]
0;000000006771.jpg;0;[532.55, 127.62, 107.45, 200.55]
0;000000006771.jpg;0;[0.96, 0.0, 246.6, 422.2]
0;000000006771.jpg;0;[386.7, 156.41, 184.23, 270.59]
0;000000006771.jpg;0;[64.66, 185.53, 158.9, 163.96]
0;000000006894.jpg;0;[293.39, 20.49, 346.61, 459.51]
0;000000006954.jpg;0;[359.19, 117.57, 280.81, 268.59]
0;000000006954.jpg;0;[362.55, 151.05, 87.46, 164.68]
0;000000006954.jpg;0;[145.29, 136.68, 122.69, 193.72]
0;000000006954.jpg;0;[1.08, 107.87, 162.88, 346.24]
0;000000006954.jpg;0;[197.39, 124.04, 171.51, 248.09]
0;000000007088.jpg;0;[179.05, 208.22, 97.73, 254.29]
0;000000007278.jpg;0;[189.78, 59.41, 121.85, 94.89]
0;000000007281.jpg;0;[0.0, 225.63, 34.15, 45.53]
0;000000007281.jpg;0;[634.84, 209.66, 3.75, 5.86]
0;000000007281.jpg;0;[601.22, 203.33, 5.92, 11.63]
0;000000007281.jpg;0;[255.86, 199.85, 5.78, 6.73]
0;000000007281.jpg;0;[592.33, 203.68, 9.09, 13.51]
0;000000007281.jpg;0;[572.72, 201.91, 7.4, 10.88]
0;000000007281.jpg;0;[551.1, 193.24, 17.6, 28.77]
0;000000007281.jpg;0;[465.33, 122.24, 62.17, 73.68]
0;000000007281.jpg;0;[344.85, 132.99, 128.41, 166.36]
0;000000007281.jpg;0;[534.6, 209.47, 3.73, 4.46]
0;000000007386.jpg;16;[180.91, 281.14, 38.4, 45.48]
0;000000007511.jpg;0;[523.46, 276.22, 8.34, 21.23]
0;000000007511.jpg;0;[238.78, 281.73, 13.64, 24.59]
0;000000007511.jpg;0;[596.38, 293.13, 10.49, 14.91]
0;000000007511.jpg;0;[592.74, 272.63, 5.0, 15.46]
0;000000007511.jpg;0;[602.26, 276.75, 8.2, 12.71]
0;000000007511.jpg;0;[610.59, 277.12, 6.18, 8.89]
0;000000007511.jpg;0;[623.14, 280.75, 6.4, 15.18]
0;000000007511.jpg;0;[605.67, 296.63, 9.95, 12.01]
0;000000007511.jpg;0;[337, 272, 267, 28]
0;000000007511.jpg;0;[511.12, 286.87, 8.92, 12.7]
0;000000007511.jpg;0;[385.74, 274.12, 5.95, 7.97]
0;000000007511.jpg;0;[269.44, 272.78, 13.19, 32.45]
0;000000007511.jpg;0;[386.16, 240.54, 122.96, 231.91]
0;000000007511.jpg;0;[614.16, 297.67, 15.94, 11.44]
0;000000007574.jpg;72;[1.08, 168.54, 102.47, 277.21]
0;000000007816.jpg;0;[491.06, 56.27, 28.38, 106.64]
0;000000007816.jpg;0;[564.4, 59.08, 23.18, 114.93]
0;000000007816.jpg;0;[573.48, 53.75, 24.53, 28.65]
0;000000007816.jpg;0;[581.31, 47.32, 40.19, 139.23]
0;000000007816.jpg;0;[415.88, 122.97, 64.01, 53.05]
0;000000007816.jpg;0;[505.54, 53.01, 38.54, 112.08]
0;000000007816.jpg;0;[362.4, 107.53, 22.35, 41.6]
0;000000007816.jpg;0;[244.25, 34.1, 50.82, 110.04]
0;000000007816.jpg;0;[271.43, 77.84, 184.41, 199.43]
0;000000007816.jpg;0;[386.1, 147.28, 33.14, 21.3]
0;000000007977.jpg;0;[42.75, 210.38, 7.46, 14.08]
0;000000007977.jpg;0;[104.36, 144.98, 158.4, 275.66]
0;000000007977.jpg;0;[38.62, 213.35, 4.48, 10.47]
0;000000007977.jpg;0;[80.2, 208.0, 7.09, 16.77]
0;000000007977.jpg;0;[66.51, 210.49, 7.93, 13.59]
0;000000008021.jpg;0;[244.3, 101.17, 196.96, 266.9]
0;000000008021.jpg;0;[3.24, 255.14, 305.95, 223.78]
0;000000008021.jpg;0;[435.33, 285.21, 204.67, 194.79]
0;000000008211.jpg;0;[325.94, 203.2, 84.58, 150.59]
0;000000008211.jpg;0;[411.89, 181.48, 67.06, 163.86]
0;000000008532.jpg;0;[155.89, 9.59, 484.11, 416.41]
0;000000008690.jpg;0;[285.84, 73.35, 230.83, 323.59]
0;000000008690.jpg;0;[136.7, 18.6, 214.82, 378.24]
0;000000008690.jpg;0;[379.69, 390.29, 257.79, 84.14]
0;000000008690.jpg;0;[74.25, 10.38, 101.69, 291.63]
0;000000008844.jpg;0;[356.43, 58.23, 224.91, 219.19]
0;000000008844.jpg;0;[340.56, 186.5, 27.95, 61.7]
0;000000008844.jpg;0;[292.79, 184.36, 42.6, 44.43]
0;000000009378.jpg;0;[421.38, 350.46, 20.3, 39.07]
0;000000009378.jpg;0;[10.33, 361.07, 24.6, 30.71]
0;000000009378.jpg;0;[522.09, 318.63, 28.83, 39.52]
0;000000009378.jpg;0;[491.31, 321.63, 45.47, 69.24]
0;000000009378.jpg;0;[31.46, 363.15, 28.76, 26.96]
0;000000009378.jpg;0;[525.84, 295.73, 62.03, 79.1]
0;000000009378.jpg;0;[425.04, 336.99, 55.33, 52.52]
0;000000009378.jpg;0;[66.82, 44.92, 406.32, 348.53]
0;000000009378.jpg;0;[307.83, 331.36, 86.37, 61.28]
0;000000009400.jpg;0;[447.9, 89.27, 192.1, 276.12]
0;000000009400.jpg;0;[523.0, 410.09, 117.0, 65.08]
0;000000009400.jpg;0;[367.18, 59.06, 35.62, 28.81]
0;000000009400.jpg;63;[265.58, 230.03, 226.21, 249.97]
0;000000009400.jpg;63;[328.91, 219.58, 171.45, 111.16]
0;000000009400.jpg;0;[457.98, 68.75, 78.37, 153.4]
0;000000009400.jpg;63;[0.92, 173.05, 262.27, 300.15]
0;000000009400.jpg;63;[85.86, 211.13, 129.21, 69.97]
0;000000009400.jpg;0;[276.76, 60.68, 89.71, 138.17]
0;000000009400.jpg;0;[312.11, 81.92, 148.52, 196.95]
0;000000009400.jpg;0;[145.48, 95.59, 136.45, 171.87]
0;000000009400.jpg;0;[2.16, 95.43, 102.47, 97.08]
0;000000009400.jpg;63;[444.38, 105.74, 36.2, 52.98]
0;000000009400.jpg;0;[563.75, 47.94, 50.1, 75.67]
0;000000009448.jpg;0;[128.0, 101.4, 254.34, 530.29]
0;000000009483.jpg;0;[36.44, 62.46, 140.7, 417.54]
0;000000009590.jpg;0;[136.36, 155.51, 94.83, 138.12]
0;000000009590.jpg;0;[259.08, 177.52, 64.29, 75.8]
0;000000009590.jpg;0;[0.0, 52.78, 237.01, 374.22]
0;000000009590.jpg;0;[243.18, 348.22, 119.88, 73.07]
0;000000009590.jpg;0;[371.56, 168.77, 86.29, 97.71]
0;000000009590.jpg;0;[513.4, 109.93, 126.6, 176.69]
0;000000009769.jpg;0;[139.51, 200.68, 43.78, 73.89]
0;000000009769.jpg;0;[252.29, 200.35, 48.21, 35.23]
0;000000009769.jpg;0;[310.94, 203.5, 39.58, 38.37]
0;000000009772.jpg;0;[275.58, 230.99, 57.63, 125.42]
0;000000009891.jpg;0;[438.24, 119.43, 37.79, 33.77]
0;000000009891.jpg;0;[76.24, 105.34, 126.71, 181.48]
0;000000009891.jpg;0;[206.64, 92.56, 150.67, 323.94]
0;000000009891.jpg;0;[305.95, 112.73, 48.86, 42.64]
0;000000010092.jpg;14;[185.01, 104.38, 28.3, 36.9]
0;000000010363.jpg;15;[245.51, 108.3, 226.13, 135.68]
0;000000010707.jpg;63;[124.1, 249.14, 77.19, 25.24]
0;000000010707.jpg;0;[422.83, 2.16, 177.98, 471.37]
0;000000010707.jpg;0;[228.16, 147.57, 168.97, 309.95]
0;000000010707.jpg;0;[347.01, 187.53, 125.44, 264.78]
0;000000010764.jpg;0;[218.53, 80.77, 265.09, 314.84]
0;000000011051.jpg;0;[249.33, 77.09, 385.44, 458.91]
0;000000011051.jpg;0;[7.23, 2.41, 386.64, 525.16]
0;000000011122.jpg;11;[250.39, 162.53, 79.56, 81.95]
0;000000011149.jpg;0;[0.0, 3.8, 75.17, 117.4]
0;000000011149.jpg;0;[417.13, 1.54, 82.87, 314.33]
0;000000011197.jpg;0;[17.4, 112.97, 27.08, 73.43]
0;000000011197.jpg;0;[300.58, 128.81, 19.64, 116.75]
0;000000011197.jpg;0;[302.78, 119.19, 11.51, 11.84]
0;000000011197.jpg;0;[567.91, 146.97, 22.79, 44.73]
0;000000011197.jpg;0;[309.74, 112.02, 53.22, 141.03]
0;000000011511.jpg;0;[139.53, 32.22, 50.38, 140.24]
0;000000011511.jpg;0;[1.27, 51.73, 61.55, 162.56]
0;000000011511.jpg;0;[35.39, 44.5, 50.22, 145.84]
0;000000011511.jpg;0;[90.35, 38.6, 39.71, 151.42]
0;000000011699.jpg;0;[187.39, 99.46, 245.04, 533.33]
0;000000011699.jpg;0;[60.54, 82.88, 162.88, 335.86]
0;000000011699.jpg;0;[5.44, 240.5, 51.94, 67.85]
0;000000011813.jpg;63;[0.23, 386.85, 168.48, 80.5]
0;000000012120.jpg;0;[89.83, 112.51, 29.49, 65.73]
0;000000012120.jpg;0;[3.85, 235.64, 57.71, 75.98]
0;000000012120.jpg;0;[632.46, 103.91, 7.54, 20.9]
0;000000012120.jpg;0;[512.37, 76.58, 25.03, 23.65]
0;000000012120.jpg;0;[1, 0, 638, 289]
0;000000012120.jpg;0;[568.44, 84.77, 18.15, 35.47]
0;000000012120.jpg;0;[555.55, 90.73, 16.57, 25.6]
0;000000012120.jpg;0;[532.99, 86.41, 26.43, 30.75]
0;000000012120.jpg;0;[482.26, 208.19, 64.79, 116.09]
0;000000012120.jpg;0;[512.36, 124.05, 19.6, 18.11]
0;000000012120.jpg;0;[447.6, 77.33, 20.94, 28.05]
0;000000012120.jpg;0;[482.8, 92.69, 21.75, 32.74]
0;000000012120.jpg;0;[518.92, 96.31, 16.86, 19.0]
0;000000012120.jpg;0;[496.57, 75.94, 13.61, 26.43]
0;000000012280.jpg;0;[143.13, 241.34, 50.06, 128.62]
0;000000012280.jpg;0;[339.75, 250.26, 14.23, 62.62]
0;000000012280.jpg;0;[307.47, 280.65, 10.79, 17.54]
0;000000012576.jpg;0;[193.97, 15.23, 91.31, 136.31]
0;000000012639.jpg;0;[98.94, 193.73, 47.58, 54.23]
0;000000012639.jpg;0;[169.71, 163.52, 31.64, 67.59]
0;000000012639.jpg;0;[275.59, 193.56, 14.72, 11.82]
0;000000012639.jpg;0;[311.35, 134.77, 21.62, 82.17]
0;000000012639.jpg;0;[22, 144, 287, 83]
0;000000012639.jpg;0;[198.92, 204.62, 118.26, 314.11]
0;000000012639.jpg;0;[410.91, 125.01, 56.93, 167.95]
0;000000012639.jpg;0;[154.32, 193.93, 16.42, 37.26]
0;000000012639.jpg;0;[121.88, 189.78, 31.68, 40.45]
0;000000012639.jpg;0;[23.58, 201.8, 82.7, 53.74]
0;000000012639.jpg;0;[67.27, 172.81, 33.47, 58.24]
0;000000012639.jpg;0;[86.84, 177.68, 27.14, 31.45]
0;000000012639.jpg;0;[327.35, 170.85, 32.22, 49.56]
0;000000012639.jpg;0;[21.57, 310.21, 161.08, 245.93]
0;000000012670.jpg;0;[220.32, 156.3, 74.65, 182.94]
0;000000012670.jpg;0;[263.53, 46.17, 76.95, 196.2]
0;000000012670.jpg;0;[315.29, 172.64, 77.89, 87.01]
0;000000012670.jpg;0;[134.35, 262.94, 148.74, 159.3]
0;000000012670.jpg;0;[383.76, 219.29, 110.6, 195.24]
0;000000012670.jpg;0;[419.34, 162.54, 57.71, 130.81]
0;000000012670.jpg;0;[238.61, 262.44, 125.37, 165.56]
0;000000012670.jpg;0;[40.84, 230.96, 113.5, 197.04]
0;000000012670.jpg;0;[334.71, 289.5, 108.68, 132.73]
0;000000012670.jpg;0;[349.4, 73.6, 47.05, 95.38]
0;000000012670.jpg;77;[301.72, 212.37, 89.43, 136.58]
0;000000012670.jpg;0;[0.0, 266.54, 70.37, 156.16]
0;000000012670.jpg;0;[104.63, 118.52, 91.48, 179.9]
0;000000012670.jpg;0;[1, 0, 638, 427]
0;000000012670.jpg;0;[505.67, 103.04, 67.78, 99.18]
0;000000012748.jpg;0;[220.99, 138.62, 259.01, 493.63]
0;000000012748.jpg;0;[217.17, 188.4, 262.83, 444.41]
0;000000013177.jpg;0;[301.86, 61.14, 314.28, 351.53]
0;000000013201.jpg;0;[93.41, 86.99, 226.14, 423.32]
0;000000013291.jpg;0;[288.33, 138.57, 210.78, 161.85]
0;000000013291.jpg;0;[159.23, 136.61, 85.28, 130.52]
0;000000013291.jpg;0;[41.4, 66.25, 124.97, 232.62]
0;000000013291.jpg;0;[238.23, 135.43, 80.81, 147.12]
0;000000013348.jpg;0;[17.11, 280.38, 9.12, 12.97]
0;000000013348.jpg;0;[117.32, 270.57, 11.79, 19.23]
0;000000013348.jpg;4;[0.0, 228.61, 54.69, 18.23]
0;000000013348.jpg;0;[173.15, 240.08, 6.96, 11.48]
0;000000013348.jpg;0;[124.96, 250.69, 4.11, 5.63]
0;000000013348.jpg;0;[148.94, 244.69, 11.13, 10.55]
0;000000013348.jpg;0;[349.82, 270.26, 6.3, 20.77]
0;000000013348.jpg;4;[0.0, 142.01, 566.13, 143.94]
0;000000013546.jpg;0;[468.93, 4.48, 107.92, 254.05]
0;000000013546.jpg;0;[455.93, 44.55, 18.88, 57.23]
0;000000013659.jpg;0;[519.05, 75.64, 119.54, 163.98]
0;000000013659.jpg;0;[331.36, 94.09, 130.34, 171.29]
